name,norad,shell,day,weather_class,schedule,split
STARLINK-34312,64711,70deg,2023-02-12,moderate,nominal_10min,TRAIN
STARLINK-34312,64711,70deg,2023-02-12,moderate,nominal_20min,TRAIN
STARLINK-34312,64711,70deg,2023-02-12,moderate,gap_4h,TRAIN
STARLINK-34312,64711,70deg,2023-02-27,storm,nominal_10min,TRAIN
STARLINK-34312,64711,70deg,2023-02-27,storm,nominal_20min,TRAIN
STARLINK-34312,64711,70deg,2023-02-27,storm,gap_4h,TRAIN
STARLINK-34312,64711,70deg,2023-04-24,storm,nominal_10min,TRAIN
STARLINK-34312,64711,70deg,2023-04-24,storm,nominal_20min,TRAIN
STARLINK-34312,64711,70deg,2023-04-24,storm,gap_4h,TRAIN
STARLINK-38198,100160,97deg,2022-01-07,quiet,nominal_10min,TRAIN
STARLINK-38198,100160,97deg,2022-01-07,quiet,nominal_20min,TRAIN
STARLINK-38198,100160,97deg,2022-01-07,quiet,gap_4h,TRAIN
STARLINK-38198,100160,97deg,2022-11-10,quiet,nominal_10min,TRAIN
STARLINK-38198,100160,97deg,2022-11-10,quiet,nominal_20min,TRAIN
STARLINK-38198,100160,97deg,2022-11-10,quiet,gap_4h,TRAIN
STARLINK-38198,100160,97deg,2021-02-17,moderate,nominal_10min,TRAIN
STARLINK-38198,100160,97deg,2021-02-17,moderate,nominal_20min,TRAIN
STARLINK-38198,100160,97deg,2021-02-17,moderate,gap_4h,TRAIN
STARLINK-38198,100160,97deg,2023-02-12,moderate,nominal_10min,TRAIN
STARLINK-38198,100160,97deg,2023-02-12,moderate,nominal_20min,TRAIN
STARLINK-38198,100160,97deg,2023-02-12,moderate,gap_4h,TRAIN
STARLINK-38198,100160,97deg,2023-02-27,storm,nominal_10min,TRAIN
STARLINK-38198,100160,97deg,2023-02-27,storm,nominal_20min,TRAIN
STARLINK-38198,100160,97deg,2023-02-27,storm,gap_4h,TRAIN
STARLINK-38198,100160,97deg,2023-04-24,storm,nominal_10min,TRAIN
STARLINK-38198,100160,97deg,2023-04-24,storm,nominal_20min,TRAIN
STARLINK-38198,100160,97deg,2023-04-24,storm,gap_4h,TRAIN
STARLINK-1337,45582,53deg,2022-01-07,quiet,nominal_10min,TRAIN
STARLINK-1337,45582,53deg,2022-01-07,quiet,nominal_20min,TRAIN
STARLINK-1337,45582,53deg,2022-01-07,quiet,gap_4h,TRAIN
STARLINK-1337,45582,53deg,2022-11-10,quiet,nominal_10min,TRAIN
STARLINK-1337,45582,53deg,2022-11-10,quiet,nominal_20min,TRAIN
STARLINK-1337,45582,53deg,2022-11-10,quiet,gap_4h,TRAIN
STARLINK-1337,45582,53deg,2021-02-17,moderate,nominal_10min,TRAIN
STARLINK-1337,45582,53deg,2021-02-17,moderate,nominal_20min,TRAIN
STARLINK-1337,45582,53deg,2021-02-17,moderate,gap_4h,TRAIN
STARLINK-1337,45582,53deg,2023-02-12,moderate,nominal_10min,TRAIN
STARLINK-1337,45582,53deg,2023-02-12,moderate,nominal_20min,TRAIN
STARLINK-1337,45582,53deg,2023-02-12,moderate,gap_4h,TRAIN
STARLINK-1337,45582,53deg,2023-02-27,storm,nominal_10min,TRAIN
STARLINK-1337,45582,53deg,2023-02-27,storm,nominal_20min,TRAIN
STARLINK-1337,45582,53deg,2023-02-27,storm,gap_4h,TRAIN
STARLINK-1337,45582,53deg,2023-04-24,storm,nominal_10min,TRAIN
STARLINK-1337,45582,53deg,2023-04-24,storm,nominal_20min,TRAIN
STARLINK-1337,45582,53deg,2023-04-24,storm,gap_4h,TRAIN
STARLINK-30714,57939,53deg,2022-01-07,quiet,nominal_10min,TRAIN
STARLINK-30714,57939,53deg,2022-01-07,quiet,nominal_20min,TRAIN
STARLINK-30714,57939,53deg,2022-01-07,quiet,gap_4h,TRAIN
STARLINK-30714,57939,53deg,2022-11-10,quiet,nominal_10min,TRAIN
STARLINK-30714,57939,53deg,2022-11-10,quiet,nominal_20min,TRAIN
STARLINK-30714,57939,53deg,2022-11-10,quiet,gap_4h,TRAIN
STARLINK-30714,57939,53deg,2021-02-17,moderate,nominal_10min,TRAIN
STARLINK-30714,57939,53deg,2021-02-17,moderate,nominal_20min,TRAIN
STARLINK-30714,57939,53deg,2021-02-17,moderate,gap_4h,TRAIN
STARLINK-30714,57939,53deg,2023-02-12,moderate,nominal_10min,TRAIN
STARLINK-30714,57939,53deg,2023-02-12,moderate,nominal_20min,TRAIN
STARLINK-30714,57939,53deg,2023-02-12,moderate,gap_4h,TRAIN
STARLINK-30714,57939,53deg,2023-02-27,storm,nominal_10min,TRAIN
STARLINK-30714,57939,53deg,2023-02-27,storm,nominal_20min,TRAIN
STARLINK-30714,57939,53deg,2023-02-27,storm,gap_4h,TRAIN
STARLINK-30714,57939,53deg,2023-04-24,storm,nominal_10min,TRAIN
STARLINK-30714,57939,53deg,2023-04-24,storm,nominal_20min,TRAIN
STARLINK-30714,57939,53deg,2023-04-24,storm,gap_4h,TRAIN
STARLINK-36698,67709,97deg,2022-01-07,quiet,nominal_10min,TRAIN
STARLINK-36698,67709,97deg,2022-01-07,quiet,nominal_20min,TRAIN
STARLINK-36698,67709,97deg,2022-01-07,quiet,gap_4h,TRAIN
STARLINK-36698,67709,97deg,2022-11-10,quiet,nominal_10min,TRAIN
STARLINK-36698,67709,97deg,2022-11-10,quiet,nominal_20min,TRAIN
STARLINK-36698,67709,97deg,2022-11-10,quiet,gap_4h,TRAIN
STARLINK-36698,67709,97deg,2021-02-17,moderate,nominal_10min,TRAIN
STARLINK-36698,67709,97deg,2021-02-17,moderate,nominal_20min,TRAIN
STARLINK-36698,67709,97deg,2021-02-17,moderate,gap_4h,TRAIN
STARLINK-36698,67709,97deg,2023-02-12,moderate,nominal_10min,TRAIN
STARLINK-36698,67709,97deg,2023-02-12,moderate,nominal_20min,TRAIN
STARLINK-36698,67709,97deg,2023-02-12,moderate,gap_4h,TRAIN
STARLINK-36698,67709,97deg,2023-02-27,storm,nominal_10min,TRAIN
STARLINK-36698,67709,97deg,2023-02-27,storm,nominal_20min,TRAIN
STARLINK-36698,67709,97deg,2023-02-27,storm,gap_4h,TRAIN
STARLINK-36698,67709,97deg,2023-04-24,storm,nominal_10min,TRAIN
STARLINK-36698,67709,97deg,2023-04-24,storm,nominal_20min,TRAIN
STARLINK-36698,67709,97deg,2023-04-24,storm,gap_4h,TRAIN
STARLINK-30792,58220,43deg,2022-01-07,quiet,nominal_10min,TRAIN
STARLINK-30792,58220,43deg,2022-01-07,quiet,nominal_20min,TRAIN
STARLINK-30792,58220,43deg,2022-01-07,quiet,gap_4h,TRAIN
STARLINK-30792,58220,43deg,2022-11-10,quiet,nominal_10min,TRAIN
STARLINK-30792,58220,43deg,2022-11-10,quiet,nominal_20min,TRAIN
STARLINK-30792,58220,43deg,2022-11-10,quiet,gap_4h,TRAIN
STARLINK-30792,58220,43deg,2021-02-17,moderate,nominal_10min,TRAIN
STARLINK-30792,58220,43deg,2021-02-17,moderate,nominal_20min,TRAIN
STARLINK-30792,58220,43deg,2021-02-17,moderate,gap_4h,TRAIN
STARLINK-30792,58220,43deg,2023-02-12,moderate,nominal_10min,TRAIN
STARLINK-30792,58220,43deg,2023-02-12,moderate,nominal_20min,TRAIN
STARLINK-30792,58220,43deg,2023-02-12,moderate,gap_4h,TRAIN
STARLINK-30792,58220,43deg,2023-02-27,storm,nominal_10min,TRAIN
STARLINK-30792,58220,43deg,2023-02-27,storm,nominal_20min,TRAIN
STARLINK-30792,58220,43deg,2023-02-27,storm,gap_4h,TRAIN
STARLINK-30792,58220,43deg,2023-04-24,storm,nominal_10min,TRAIN
STARLINK-30792,58220,43deg,2023-04-24,storm,nominal_20min,TRAIN
STARLINK-30792,58220,43deg,2023-04-24,storm,gap_4h,TRAIN
STARLINK-30053,56700,43deg,2024-03-17,quiet,nominal_10min,VALIDATION
STARLINK-30053,56700,43deg,2024-03-17,quiet,nominal_20min,VALIDATION
STARLINK-30053,56700,43deg,2024-03-17,quiet,gap_4h,VALIDATION
STARLINK-30053,56700,43deg,2024-04-22,moderate,nominal_10min,VALIDATION
STARLINK-30053,56700,43deg,2024-04-22,moderate,nominal_20min,VALIDATION
STARLINK-30053,56700,43deg,2024-04-22,moderate,gap_4h,VALIDATION
STARLINK-30053,56700,43deg,2024-05-11,storm,nominal_10min,VALIDATION
STARLINK-30053,56700,43deg,2024-05-11,storm,nominal_20min,VALIDATION
STARLINK-30053,56700,43deg,2024-05-11,storm,gap_4h,VALIDATION
STARLINK-38033,69739,97deg,2024-03-17,quiet,nominal_10min,VALIDATION
STARLINK-38033,69739,97deg,2024-03-17,quiet,nominal_20min,VALIDATION
STARLINK-38033,69739,97deg,2024-03-17,quiet,gap_4h,VALIDATION
STARLINK-38033,69739,97deg,2024-04-22,moderate,nominal_10min,VALIDATION
STARLINK-38033,69739,97deg,2024-04-22,moderate,nominal_20min,VALIDATION
STARLINK-38033,69739,97deg,2024-04-22,moderate,gap_4h,VALIDATION
STARLINK-38033,69739,97deg,2024-05-11,storm,nominal_10min,VALIDATION
STARLINK-38033,69739,97deg,2024-05-11,storm,nominal_20min,VALIDATION
STARLINK-38033,69739,97deg,2024-05-11,storm,gap_4h,VALIDATION
STARLINK-36253,68028,97deg,2024-03-17,quiet,nominal_10min,VALIDATION
STARLINK-36253,68028,97deg,2024-03-17,quiet,nominal_20min,VALIDATION
STARLINK-36253,68028,97deg,2024-03-17,quiet,gap_4h,VALIDATION
STARLINK-36253,68028,97deg,2024-04-22,moderate,nominal_10min,VALIDATION
STARLINK-36253,68028,97deg,2024-04-22,moderate,nominal_20min,VALIDATION
STARLINK-36253,68028,97deg,2024-04-22,moderate,gap_4h,VALIDATION
STARLINK-36253,68028,97deg,2024-05-11,storm,nominal_10min,VALIDATION
STARLINK-36253,68028,97deg,2024-05-11,storm,nominal_20min,VALIDATION
STARLINK-36253,68028,97deg,2024-05-11,storm,gap_4h,VALIDATION
STARLINK-2446,47844,53deg,2024-03-17,quiet,nominal_10min,VALIDATION
STARLINK-2446,47844,53deg,2024-03-17,quiet,nominal_20min,VALIDATION
STARLINK-2446,47844,53deg,2024-03-17,quiet,gap_4h,VALIDATION
